"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"367875","H W Brewster Technical College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Certificates of at least 1 but less than 2 years","1","-2"
"367875","H W Brewster Technical College","2020","First major","'11.1004'","Web/Multimedia Management and Webmaster","Certificates of at least 1 but less than 2 years","0","-2"
"367875","H W Brewster Technical College","2020","First major","'13.1210'","Early Childhood Education and Teaching","Certificates of less than 1 year","0","-2"
"367875","H W Brewster Technical College","2020","First major","'13.1210'","Early Childhood Education and Teaching","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367875","H W Brewster Technical College","2020","First major","'19.0708'","Child Care and Support Services Management","Certificates of less than 1 year","62","-2"
"367875","H W Brewster Technical College","2020","First major","'19.0708'","Child Care and Support Services Management","Certificates of less than 12 weeks","62","-2"
"367875","H W Brewster Technical College","2020","First major","'19.0708'","Child Care and Support Services Management","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367875","H W Brewster Technical College","2020","First major","'19.0709'","Child Care Provider/Assistant","Certificates of less than 1 year","49","-2"
"367875","H W Brewster Technical College","2020","First major","'19.0709'","Child Care Provider/Assistant","Certificates of at least 12 weeks but less than 1 year","49","-2"
"367875","H W Brewster Technical College","2020","First major","'47.0604'","Automobile/Automotive Mechanics Technology/Technician","Certificates of at least 2 but less than 4 years","8","-2"
"367875","H W Brewster Technical College","2020","First major","'47.0605'","Diesel Mechanics Technology/Technician","Certificates of at least 1 but less than 2 years","0","-2"
"367875","H W Brewster Technical College","2020","First major","'51.0805'","Pharmacy Technician/Assistant","Certificates of at least 1 but less than 2 years","11","-2"
"367875","H W Brewster Technical College","2020","First major","'51.0899'","Allied Health and Medical Assisting Services, Other","Certificates of less than 1 year","27","-2"
"367875","H W Brewster Technical College","2020","First major","'51.0899'","Allied Health and Medical Assisting Services, Other","Certificates of at least 12 weeks but less than 1 year","27","-2"
"367875","H W Brewster Technical College","2020","First major","'51.1012'","Sterile Processing Technology/Technician","Certificates of less than 1 year","0","-2"
"367875","H W Brewster Technical College","2020","First major","'51.1012'","Sterile Processing Technology/Technician","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367875","H W Brewster Technical College","2020","First major","'51.3901'","Licensed Practical/Vocational Nurse Training","Certificates of at least 1 but less than 2 years","24","-2"
"367875","H W Brewster Technical College","2020","First major","'52.0409'","Parts, Warehousing, and Inventory Management Operations","Certificates of at least 1 but less than 2 years","8","-2"
"367884","Hodges University","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'09.9999'","Communication, Journalism, and Related Programs, Other","Associate's degree","0","-2"
"367884","Hodges University","2020","First major","'11.0103'","Information Technology","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0103'","Information Technology","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0201'","Computer Programming/Programmer, General","Bachelor's degree","7","-2"
"367884","Hodges University","2020","First major","'11.0202'","Computer Programming, Specific Applications","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0202'","Computer Programming, Specific Applications","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0803'","Computer Graphics","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0803'","Computer Graphics","Associate's degree","1","-2"
"367884","Hodges University","2020","First major","'11.0803'","Computer Graphics","Bachelor's degree","2","-2"
"367884","Hodges University","2020","First major","'11.0803'","Computer Graphics","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Associate's degree","9","-2"
"367884","Hodges University","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Bachelor's degree","5","-2"
"367884","Hodges University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Bachelor's degree","6","-2"
"367884","Hodges University","2020","First major","'11.1003'","Computer and Information Systems Security/Auditing/Information Assurance","Postbaccalaureate certificate","0","-2"
"367884","Hodges University","2020","First major","'11.1006'","Computer Support Specialist","Certificates of at least 1 but less than 2 years","0","-2"
"367884","Hodges University","2020","First major","'15.1302'","CAD/CADD Drafting and/or Design Technology/Technician","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'15.1302'","CAD/CADD Drafting and/or Design Technology/Technician","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'22.0000'","Legal Studies","Bachelor's degree","5","-2"
"367884","Hodges University","2020","First major","'22.0000'","Legal Studies","Master's degree","7","-2"
"367884","Hodges University","2020","First major","'22.0001'","Pre-Law Studies","Postbaccalaureate certificate","0","-2"
"367884","Hodges University","2020","First major","'22.0299'","Legal Research and Advanced Professional Studies, Other","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'22.0299'","Legal Research and Advanced Professional Studies, Other","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'22.0302'","Legal Assistant/Paralegal","Associate's degree","5","-2"
"367884","Hodges University","2020","First major","'24.0102'","General Studies","Associate's degree","19","-2"
"367884","Hodges University","2020","First major","'30.0000'","Multi-/Interdisciplinary Studies, General","Associate's degree","1","-2"
"367884","Hodges University","2020","First major","'30.0000'","Multi-/Interdisciplinary Studies, General","Bachelor's degree","8","-2"
"367884","Hodges University","2020","First major","'42.2813'","Applied Psychology","Bachelor's degree","18","-2"
"367884","Hodges University","2020","First major","'42.9999'","Psychology, Other","Master's degree","0","-2"
"367884","Hodges University","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Associate's degree","3","-2"
"367884","Hodges University","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Bachelor's degree","2","-2"
"367884","Hodges University","2020","First major","'44.0401'","Public Administration","Master's degree","2","-2"
"367884","Hodges University","2020","First major","'50.0401'","Design and Visual Communications, General","Master's degree","1","-2"
"367884","Hodges University","2020","First major","'51.0602'","Dental Hygiene/Hygienist","Bachelor's degree","0","-2"
"367884","Hodges University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Bachelor's degree","4","-2"
"367884","Hodges University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Master's degree","3","-2"
"367884","Hodges University","2020","First major","'51.0705'","Medical Office Management/Administration","Associate's degree","4","-2"
"367884","Hodges University","2020","First major","'51.0806'","Physical Therapy Assistant","Associate's degree","15","-2"
"367884","Hodges University","2020","First major","'51.0904'","Emergency Medical Technology/Technician (EMT Paramedic)","Associate's degree","4","-2"
"367884","Hodges University","2020","First major","'51.1199'","Health/Medical Preparatory Programs, Other","Bachelor's degree","11","-2"
"367884","Hodges University","2020","First major","'51.1501'","Substance Abuse/Addiction Counseling","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'51.1501'","Substance Abuse/Addiction Counseling","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'51.1508'","Mental Health Counseling/Counselor","Master's degree","31","-2"
"367884","Hodges University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Associate's degree","6","-2"
"367884","Hodges University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","7","-2"
"367884","Hodges University","2020","First major","'52.0201'","Business Administration and Management, General","Associate's degree","7","-2"
"367884","Hodges University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","7","-2"
"367884","Hodges University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","14","-2"
"367884","Hodges University","2020","First major","'52.0208'","E-Commerce/Electronic Commerce","Certificates of less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'52.0208'","E-Commerce/Electronic Commerce","Certificates of at least 12 weeks but less than 1 year","0","-2"
"367884","Hodges University","2020","First major","'52.0299'","Business Administration, Management and Operations, Other","Bachelor's degree","13","-2"
"367884","Hodges University","2020","First major","'52.0299'","Business Administration, Management and Operations, Other","Master's degree","14","-2"
"367884","Hodges University","2020","First major","'52.0301'","Accounting","Associate's degree","4","-2"
"367884","Hodges University","2020","First major","'52.0301'","Accounting","Bachelor's degree","5","-2"
"367884","Hodges University","2020","First major","'52.0301'","Accounting","Master's degree","2","-2"
"367884","Hodges University","2020","First major","'52.0801'","Finance, General","Bachelor's degree","3","-2"
"367884","Hodges University","2020","First major","'52.1201'","Management Information Systems, General","Master's degree","0","-2"
"367884","Hodges University","2020","First major","'52.1207'","Knowledge Management","Postbaccalaureate certificate","0","-2"
"367884","Hodges University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","1","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0604'","Automobile/Automotive Mechanics Technology/Technician","Associate's degree","157","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0604'","Automobile/Automotive Mechanics Technology/Technician","Certificates of at least 2 but less than 4 years","210","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0605'","Diesel Mechanics Technology/Technician","Certificates of at least 1 but less than 2 years","90","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0611'","Motorcycle Maintenance and Repair Technology/Technician","Certificates of at least 1 but less than 2 years","226","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0611'","Motorcycle Maintenance and Repair Technology/Technician","Certificates of at least 2 but less than 4 years","151","-2"
"369400","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","2020","First major","'47.0616'","Marine Maintenance/Fitter and Ship Repair Technology/Technician","Certificates of at least 1 but less than 2 years","209","-2"
"369419","Erwin Technical College","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Certificates of at least 1 but less than 2 years","30","-2"
"369419","Erwin Technical College","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","33","-2"
"369419","Erwin Technical College","2020","First major","'12.0402'","Barbering/Barber","Certificates of at least 1 but less than 2 years","19","-2"
"369419","Erwin Technical College","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of less than 1 year","22","-2"
"369419","Erwin Technical College","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of less than 12 weeks","22","-2"
"369419","Erwin Technical College","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of at least 12 weeks but less than 1 year","0","-2"
"369419","Erwin Technical College","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 1 year","8","-2"
"369419","Erwin Technical College","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 12 weeks","8","-2"
"369419","Erwin Technical College","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of at least 12 weeks but less than 1 year","0","-2"
"369419","Erwin Technical College","2020","First major","'12.0503'","Culinary Arts/Chef Training","Certificates of at least 1 but less than 2 years","21","-2"
"369419","Erwin Technical College","2020","First major","'15.1301'","Drafting and Design Technology/Technician, General","Certificates of at least 1 but less than 2 years","15","-2"
"369419","Erwin Technical College","2020","First major","'15.1703'","Solar Energy Technology/Technician","Certificates of less than 1 year","20","-2"
"369419","Erwin Technical College","2020","First major","'15.1703'","Solar Energy Technology/Technician","Certificates of at least 12 weeks but less than 1 year","20","-2"
"369419","Erwin Technical College","2020","First major","'46.0201'","Carpentry/Carpenter","Certificates of at least 1 but less than 2 years","10","-2"
"369419","Erwin Technical College","2020","First major","'46.0302'","Electrician","Certificates of at least 1 but less than 2 years","15","-2"
"369419","Erwin Technical College","2020","First major","'46.0503'","Plumbing Technology/Plumber","Certificates of at least 1 but less than 2 years","15","-2"
"369419","Erwin Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of less than 1 year","10","-2"
"369419","Erwin Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of at least 1 but less than 2 years","30","-2"
"369419","Erwin Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of at least 12 weeks but less than 1 year","10","-2"
"369419","Erwin Technical College","2020","First major","'47.0604'","Automobile/Automotive Mechanics Technology/Technician","Certificates of at least 2 but less than 4 years","62","-2"
"369419","Erwin Technical College","2020","First major","'47.0605'","Diesel Mechanics Technology/Technician","Certificates of at least 1 but less than 2 years","0","-2"
"369419","Erwin Technical College","2020","First major","'47.0613'","Medium/Heavy Vehicle and Truck Technology/Technician","Certificates of at least 1 but less than 2 years","12","-2"
"369419","Erwin Technical College","2020","First major","'48.0508'","Welding Technology/Welder","Certificates of at least 1 but less than 2 years","18","-2"
"369419","Erwin Technical College","2020","First major","'51.0601'","Dental Assisting/Assistant","Certificates of at least 1 but less than 2 years","16","-2"
"369419","Erwin Technical College","2020","First major","'51.0707'","Health Information/Medical Records Technology/Technician","Certificates of at least 1 but less than 2 years","14","-2"
"369419","Erwin Technical College","2020","First major","'51.0801'","Medical/Clinical Assistant","Certificates of at least 1 but less than 2 years","19","-2"
"369419","Erwin Technical College","2020","First major","'51.0909'","Surgical Technology/Technologist","Certificates of at least 1 but less than 2 years","23","-2"
"369419","Erwin Technical College","2020","First major","'51.1004'","Clinical/Medical Laboratory Technician","Certificates of at least 1 but less than 2 years","3","-2"
"369419","Erwin Technical College","2020","First major","'51.1009'","Phlebotomy Technician/Phlebotomist","Certificates of less than 1 year","49","-2"
"369419","Erwin Technical College","2020","First major","'51.1009'","Phlebotomy Technician/Phlebotomist","Certificates of less than 12 weeks","49","-2"
"369419","Erwin Technical College","2020","First major","'51.1009'","Phlebotomy Technician/Phlebotomist","Certificates of at least 12 weeks but less than 1 year","0","-2"
"369419","Erwin Technical College","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","17","-2"
"369419","Erwin Technical College","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","17","-2"
"369419","Erwin Technical College","2020","First major","'51.3901'","Licensed Practical/Vocational Nurse Training","Certificates of at least 1 but less than 2 years","62","-2"
"369419","Erwin Technical College","2020","First major","'52.0302'","Accounting Technology/Technician and Bookkeeping","Certificates of at least 1 but less than 2 years","13","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","16","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0402'","Barbering/Barber","Certificates of at least 1 but less than 2 years","18","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of less than 1 year","23","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of less than 12 weeks","23","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 1 year","12","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 12 weeks","12","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0413'","Cosmetology, Barber/Styling, and Nail Instructor","Certificates of less than 1 year","0","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0413'","Cosmetology, Barber/Styling, and Nail Instructor","Certificates of at least 12 weeks but less than 1 year","0","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of less than 1 year","11","-2"
"372462","Academy of Cosmetology","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of at least 12 weeks but less than 1 year","11","-2"
"372462","Academy of Cosmetology","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","13","-2"
"372462","Academy of Cosmetology","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","13","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","7","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0402'","Barbering/Barber","Certificates of at least 1 but less than 2 years","23","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of less than 1 year","8","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of at least 12 weeks but less than 1 year","8","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 1 year","10","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of at least 12 weeks but less than 1 year","10","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of less than 1 year","34","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of at least 12 weeks but less than 1 year","34","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","2","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 1 but less than 2 years","4","-2"
"378886","Artistic Nails and Beauty Academy-Tampa","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","2","-2"
"378956","National Aviation Academy of Tampa Bay","2020","First major","'47.0607'","Airframe Mechanics and Aircraft Maintenance Technology/Technician","Certificates of at least 2 but less than 4 years","342","-2"
"378956","National Aviation Academy of Tampa Bay","2020","First major","'47.0609'","Avionics Maintenance Technology/Technician","Certificates of at least 1 but less than 2 years","4","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","49","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0406'","Make-Up Artist/Specialist","Certificates of less than 1 year","21","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0406'","Make-Up Artist/Specialist","Certificates of at least 12 weeks but less than 1 year","21","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of less than 1 year","15","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0408'","Facial Treatment Specialist/Facialist","Certificates of at least 12 weeks but less than 1 year","15","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 1 year","36","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0410'","Nail Technician/Specialist and Manicurist","Certificates of less than 12 weeks","36","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0413'","Cosmetology, Barber/Styling, and Nail Instructor","Certificates of less than 1 year","2","-2"
"383163","La Belle Beauty Academy","2020","First major","'12.0413'","Cosmetology, Barber/Styling, and Nail Instructor","Certificates of at least 12 weeks but less than 1 year","2","-2"
"383163","La Belle Beauty Academy","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","11","-2"
"383163","La Belle Beauty Academy","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","11","-2"
"384254","Beacon College","2020","First major","'11.0101'","Computer and Information Sciences, General","Associate's degree","0","-2"
"384254","Beacon College","2020","First major","'11.0101'","Computer and Information Sciences, General","Bachelor's degree","9","-2"
"384254","Beacon College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Associate's degree","3","-2"
"384254","Beacon College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Bachelor's degree","9","-2"
"384254","Beacon College","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Associate's degree","0","-2"
"384254","Beacon College","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Bachelor's degree","0","-2"
"384254","Beacon College","2020","First major","'24.0103'","Humanities/Humanistic Studies","Associate's degree","2","-2"
"384254","Beacon College","2020","First major","'24.0103'","Humanities/Humanistic Studies","Bachelor's degree","4","-2"
"384254","Beacon College","2020","First major","'26.0799'","Zoology/Animal Biology, Other","Bachelor's degree","0","-2"
"384254","Beacon College","2020","First major","'30.3401'","Anthrozoology","Bachelor's degree","9","-2"
"384254","Beacon College","2020","First major","'42.0101'","Psychology, General","Associate's degree","1","-2"
"384254","Beacon College","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","4","-2"
"384254","Beacon College","2020","First major","'44.0000'","Human Services, General","Associate's degree","4","-2"
"384254","Beacon College","2020","First major","'44.0000'","Human Services, General","Bachelor's degree","13","-2"
"384254","Beacon College","2020","First major","'50.0702'","Fine/Studio Arts, General","Associate's degree","0","-2"
"384254","Beacon College","2020","First major","'50.0702'","Fine/Studio Arts, General","Bachelor's degree","3","-2"
"384254","Beacon College","2020","First major","'52.0201'","Business Administration and Management, General","Associate's degree","8","-2"
"384254","Beacon College","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","18","-2"
"384254","Beacon College","2020","Second major","'42.0101'","Psychology, General","Bachelor's degree","1","-2"
"384254","Beacon College","2020","Second major","'50.0702'","Fine/Studio Arts, General","Bachelor's degree","1","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","34","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0402'","Barbering/Barber","Certificates of at least 1 but less than 2 years","0","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of less than 1 year","32","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of at least 12 weeks but less than 1 year","32","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of less than 1 year","13","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of at least 12 weeks but less than 1 year","13","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","8","-2"
"385132","The Salon Professional Academy-Melbourne","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","8","-2"
"385619","Everglades University","2020","First major","'03.0201'","Environmental/Natural Resources Management and Policy, General","Bachelor's degree","3","-2"
"385619","Everglades University","2020","First major","'03.0205'","Water, Wetlands, and Marine Resources Management","Bachelor's degree","0","-2"
"385619","Everglades University","2020","First major","'03.0206'","Land Use Planning and Management/Development","Bachelor's degree","1","-2"
"385619","Everglades University","2020","First major","'03.0299'","Environmental/Natural Resources Management and Policy, Other","Bachelor's degree","21","-2"
"385619","Everglades University","2020","First major","'15.1102'","Surveying Technology/Surveying","Bachelor's degree","8","-2"
"385619","Everglades University","2020","First major","'43.0302'","Crisis/Emergency/Disaster Management","Bachelor's degree","7","-2"
"385619","Everglades University","2020","First major","'49.0101'","Aeronautics/Aviation/Aerospace Science and Technology, General","Bachelor's degree","42","-2"
"385619","Everglades University","2020","First major","'49.0101'","Aeronautics/Aviation/Aerospace Science and Technology, General","Master's degree","12","-2"
"385619","Everglades University","2020","First major","'51.2201'","Public Health, General","Master's degree","43","-2"
"385619","Everglades University","2020","First major","'51.3300'","Alternative and Complementary Medicine and Medical Systems, General","Bachelor's degree","106","-2"
"385619","Everglades University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","7","-2"
"385619","Everglades University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","35","-2"
"385619","Everglades University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Master's degree","3","-2"
"385619","Everglades University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Bachelor's degree","4","-2"
"385619","Everglades University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","2","-2"
"385619","Everglades University","2020","First major","'52.2001'","Construction Management, General","Bachelor's degree","86","-2"
"385619","Everglades University","2020","First major","'52.2001'","Construction Management, General","Master's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'11.0201'","Computer Programming/Programmer, General","Associate's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'11.0201'","Computer Programming/Programmer, General","Bachelor's degree","1","-2"
"386472","Herzing University-Orlando","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Certificates of at least 1 but less than 2 years","0","-2"
"386472","Herzing University-Orlando","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Associate's degree","1","-2"
"386472","Herzing University-Orlando","2020","First major","'11.1001'","Network and System Administration/Administrator","Bachelor's degree","1","-2"
"386472","Herzing University-Orlando","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Associate's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Bachelor's degree","1","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0701'","Health/Health Care Administration/Management","Associate's degree","2","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0701'","Health/Health Care Administration/Management","Bachelor's degree","3","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0705'","Medical Office Management/Administration","Certificates of at least 1 but less than 2 years","2","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0705'","Medical Office Management/Administration","Associate's degree","2","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0706'","Health Information/Medical Records Administration/Administrator","Associate's degree","4","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0706'","Health Information/Medical Records Administration/Administrator","Bachelor's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0713'","Medical Insurance Coding Specialist/Coder","Certificates of at least 1 but less than 2 years","5","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0713'","Medical Insurance Coding Specialist/Coder","Associate's degree","9","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0801'","Medical/Clinical Assistant","Certificates of at least 1 but less than 2 years","2","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0801'","Medical/Clinical Assistant","Associate's degree","1","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0806'","Physical Therapy Assistant","Associate's degree","40","-2"
"386472","Herzing University-Orlando","2020","First major","'51.0911'","Radiologic Technology/Science - Radiographer","Associate's degree","5","-2"
"386472","Herzing University-Orlando","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Associate's degree","101","-2"
"386472","Herzing University-Orlando","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","39","-2"
