code,title,unit_id,distance,credential.level,repayment.1_yr_bb_fed_comp.count,earnings.1_yr.working_not_enrolled.overall_count,earnings.1_yr.not_working_not_enrolled.overall_count,debt.staff_grad_plus.all.eval_inst.median_payment,id,school.name,latest.academics.program_reporter.programs_offered,latest.academics.program_percentage.agriculture,latest.academics.program_percentage.resources,latest.academics.program_percentage.architecture,latest.academics.program_percentage.ethnic_cultural_gender,latest.academics.program_percentage.communication,latest.academics.program_percentage.communications_technology,latest.academics.program_percentage.computer,latest.academics.program_percentage.personal_culinary,latest.academics.program_percentage.education,latest.academics.program_percentage.engineering,latest.academics.program_percentage.engineering_technology,latest.academics.program_percentage.language,latest.academics.program_percentage.family_consumer_science,latest.academics.program_percentage.legal,latest.academics.program_percentage.english,latest.academics.program_percentage.humanities,latest.academics.program_percentage.library,latest.academics.program_percentage.biological,latest.academics.program_percentage.mathematics,latest.academics.program_percentage.military,latest.academics.program_percentage.multidiscipline,latest.academics.program_percentage.parks_recreation_fitness,latest.academics.program_percentage.philosophy_religious,latest.academics.program_percentage.theology_religious_vocation,latest.academics.program_percentage.physical_science,latest.academics.program_percentage.science_technology,latest.academics.program_percentage.psychology,latest.academics.program_percentage.security_law_enforcement,latest.academics.program_percentage.public_administration_social_service,latest.academics.program_percentage.social_science,latest.academics.program_percentage.construction,latest.academics.program_percentage.mechanic_repair_technology,latest.academics.program_percentage.precision_production,latest.academics.program_percentage.transportation,latest.academics.program_percentage.visual_performing,latest.academics.program_percentage.health,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.history,latest.school.instructional_expenditure_per_fte,latest.school.faculty_salary,latest.school.ft_faculty_rate,latest.student.demographics.student_faculty_ratio,latest.school.endowment.begin,latest.school.endowment.end,latest.school.dolflag,latest.admissions.admission_rate.overall,latest.school.open_admissions_policy
2601,"Biology, General.",136172,1,3,109.0,128.0,10.0,145.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
2701,Mathematics.,136172,1,3,15.0,21.0,2.0,165.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
3000,"Multi-/Interdisciplinary Studies, General.",136172,1,3,86.0,108.0,6.0,166.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
3020,International/Globalization Studies.,136172,1,3,43.0,47.0,1.0,196.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
3105,"Sports, Kinesiology, and Physical Education/Fitness.",136172,1,3,61.0,81.0,3.0,159.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4005,Chemistry.,136172,1,3,24.0,19.0,3.0,215.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4008,Physics.,136172,1,3,18.0,,2.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4227,Research and Experimental Psychology.,136172,1,3,241.0,257.0,15.0,172.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4301,Criminal Justice and Corrections.,136172,1,3,137.0,161.0,13.0,169.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4404,Public Administration.,136172,1,5,14.0,20.0,0.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4407,Social Work.,136172,1,3,26.0,,1.0,145.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4502,Anthropology.,136172,1,3,22.0,28.0,1.0,191.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4506,Economics.,136172,1,3,18.0,29.0,0.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4510,Political Science and Government.,136172,1,3,80.0,98.0,6.0,155.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
4511,Sociology.,136172,1,3,45.0,46.0,3.0,208.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5007,Fine and Studio Arts.,136172,1,3,72.0,101.0,12.0,237.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5009,Music.,136172,1,3,48.0,37.0,4.0,188.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5100,"Health Services/Allied Health/Health Sciences, General.",136172,1,3,162.0,144.0,7.0,159.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5100,"Health Services/Allied Health/Health Sciences, General.",136172,1,5,23.0,16.0,0.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5107,Health and Medical Administrative Services.,136172,1,3,83.0,93.0,3.0,196.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5107,Health and Medical Administrative Services.,136172,1,5,16.0,25.0,1.0,373.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",136172,1,3,29.0,,0.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5115,Mental and Social Health Services and Allied Professions.,136172,1,5,36.0,57.0,0.0,466.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5122,Public Health.,136172,1,5,27.0,33.0,1.0,371.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5123,Rehabilitation and Therapeutic Professions.,136172,0,6,47.0,45.0,0.0,804.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5131,Dietetics and Clinical Nutrition Services.,136172,1,3,53.0,46.0,8.0,196.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5131,Dietetics and Clinical Nutrition Services.,136172,3,5,17.0,18.0,2.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136172,2,3,195.0,306.0,2.0,133.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136172,0,6,109.0,176.0,8.0,534.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5201,"Business/Commerce, General.",136172,1,5,18.0,41.0,0.0,288.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5202,"Business Administration, Management and Operations.",136172,1,3,160.0,257.0,16.0,163.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5202,"Business Administration, Management and Operations.",136172,1,5,77.0,152.0,3.0,321.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5203,Accounting and Related Services.,136172,1,3,70.0,77.0,1.0,167.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5203,Accounting and Related Services.,136172,1,5,22.0,36.0,0.0,211.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5206,Business/Managerial Economics.,136172,1,3,13.0,19.0,1.0,,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5208,Finance and Financial Management Services.,136172,1,3,106.0,151.0,2.0,156.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5211,International Business.,136172,1,3,27.0,52.0,5.0,153.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5214,Marketing.,136172,1,3,71.0,126.0,5.0,159.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
5401,History.,136172,1,3,31.0,37.0,2.0,140.0,136172,University of North Florida,,0,0,0,0.0012,0.0527,0,0.0634,0,0.0404,0.0407,0.0241,0.0081,0,0,0.0172,0.0576,0,0.0506,0.0087,0,0.034,0.0221,0.0035,0,0.0049,0,0.0922,0.0384,0.0079,0.0378,0,0,0,0,0.0297,0.1912,0.1656,0.0079,8135,9595,0.9828,19,134214881,147998667,1,0.5324,2
1101,"Computer and Information Sciences, General.",136215,2,5,21.0,29.0,0.0,583.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1104,Information Science/Studies.,136215,3,5,56.0,68.0,1.0,677.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1107,Computer Science.,136215,2,5,11.0,,1.0,,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1301,"Education, General.",136215,3,6,512.0,441.0,27.0,1621.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1303,Curriculum and Instruction.,136215,3,5,34.0,31.0,1.0,700.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1304,Educational Administration and Supervision.,136215,2,5,166.0,129.0,4.0,689.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1310,Special Education and Teaching.,136215,3,5,58.0,37.0,1.0,1431.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1311,Student Counseling and Personnel Services.,136215,2,5,35.0,,0.0,,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136215,3,5,25.0,,0.0,,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1313,"Teacher Education and Professional Development, Specific Subject Areas.",136215,2,5,133.0,101.0,2.0,840.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1313,"Teacher Education and Professional Development, Specific Subject Areas.",136215,3,6,21.0,,3.0,,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
1907,"Human Development, Family Studies, and Related Services.",136215,3,5,83.0,89.0,8.0,583.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2201,Law.,136215,2,7,371.0,310.0,21.0,1848.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2202,Legal Research and Advanced Professional Studies.,136215,2,5,78.0,77.0,4.0,622.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2601,"Biology, General.",136215,2,3,126.0,73.0,28.0,224.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2609,"Physiology, Pathology and Related Sciences.",136215,2,3,,,,,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2613,"Ecology, Evolution, Systematics, and Population Biology.",136215,2,3,21.0,25.0,2.0,217.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
2613,"Ecology, Evolution, Systematics, and Population Biology.",136215,2,5,37.0,38.0,1.0,775.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
3028,Dispute Resolution.,136215,2,6,34.0,29.0,2.0,1638.0,136215,Nova Southeastern University,,0,0.0071,0,0,0.0091,0,0.0197,0,0.0343,0.0045,0,0,0.0161,0.0136,0.002,0.0126,0,0.2807,0.0025,0,0.0045,0.0328,0.001,0,0.005,0,0.06,0.0131,0.002,0.0106,0,0,0,0,0.0126,0.3664,0.0892,0.0005,18297,11462,0.482,16,224941000,252077000,1,0.7321,2
