code,title,unit_id,distance,credential.level,repayment.1_yr_bb_fed_comp.count,earnings.1_yr.working_not_enrolled.overall_count,earnings.1_yr.not_working_not_enrolled.overall_count,debt.staff_grad_plus.all.eval_inst.median_payment,id,school.name,latest.academics.program_reporter.programs_offered,latest.academics.program_percentage.agriculture,latest.academics.program_percentage.resources,latest.academics.program_percentage.architecture,latest.academics.program_percentage.ethnic_cultural_gender,latest.academics.program_percentage.communication,latest.academics.program_percentage.communications_technology,latest.academics.program_percentage.computer,latest.academics.program_percentage.personal_culinary,latest.academics.program_percentage.education,latest.academics.program_percentage.engineering,latest.academics.program_percentage.engineering_technology,latest.academics.program_percentage.language,latest.academics.program_percentage.family_consumer_science,latest.academics.program_percentage.legal,latest.academics.program_percentage.english,latest.academics.program_percentage.humanities,latest.academics.program_percentage.library,latest.academics.program_percentage.biological,latest.academics.program_percentage.mathematics,latest.academics.program_percentage.military,latest.academics.program_percentage.multidiscipline,latest.academics.program_percentage.parks_recreation_fitness,latest.academics.program_percentage.philosophy_religious,latest.academics.program_percentage.theology_religious_vocation,latest.academics.program_percentage.physical_science,latest.academics.program_percentage.science_technology,latest.academics.program_percentage.psychology,latest.academics.program_percentage.security_law_enforcement,latest.academics.program_percentage.public_administration_social_service,latest.academics.program_percentage.social_science,latest.academics.program_percentage.construction,latest.academics.program_percentage.mechanic_repair_technology,latest.academics.program_percentage.precision_production,latest.academics.program_percentage.transportation,latest.academics.program_percentage.visual_performing,latest.academics.program_percentage.health,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.history,latest.school.instructional_expenditure_per_fte,latest.school.faculty_salary,latest.school.ft_faculty_rate,latest.student.demographics.student_faculty_ratio,latest.school.endowment.begin,latest.school.endowment.end,latest.school.dolflag,latest.admissions.admission_rate.overall,latest.school.open_admissions_policy
5210,Human Resources Management and Services.,132602,3,5,,,1.0,,132602,Bethune-Cookman University,,0,0.0034,0,0,0.1,0,0.0207,0,0.031,0.0138,0,0,0,0,0.0069,0.2207,0,0.0448,0.0034,0,0.0138,0.1,0,0,0,0,0.1414,0.0793,0,0.031,0,0,0,0,0.0172,0.0138,0.1586,0,11053,7167,0.76,17,36303752,41110832,1,0.8824,2
0901,Communication and Media Studies.,132657,1,3,15.0,,4.0,,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
0901,Communication and Media Studies.,132657,0,5,16.0,20.0,1.0,,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
0907,"Radio, Television, and Digital Communication.",132657,2,3,19.0,,2.0,207.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
1003,Graphic Communications.,132657,1,3,19.0,24.0,5.0,138.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
1304,Educational Administration and Supervision.,132657,3,5,,22.0,0.0,,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
1304,Educational Administration and Supervision.,132657,3,6,20.0,28.0,1.0,514.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
2601,"Biology, General.",132657,1,3,25.0,,2.0,207.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
3105,"Sports, Kinesiology, and Physical Education/Fitness.",132657,1,3,22.0,,4.0,,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
4201,"Psychology, General.",132657,2,3,24.0,,0.0,205.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
4301,Criminal Justice and Corrections.,132657,2,3,23.0,24.0,0.0,183.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
5202,"Business Administration, Management and Operations.",132657,3,3,19.0,22.0,1.0,190.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
5202,"Business Administration, Management and Operations.",132657,2,5,215.0,246.0,13.0,337.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
5211,International Business.,132657,2,3,19.0,,1.0,143.0,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
5219,"Specialized Sales, Merchandising and  Marketing Operations.",132657,1,3,20.0,,1.0,,132657,Lynn University,,0,0.0051,0,0,0.0696,0.017,0,0,0.0357,0,0,0,0,0,0,0.0017,0,0.0628,0,0.0136,0.0068,0.0696,0,0,0,0,0.0951,0.0594,0,0.0119,0,0,0,0.0611,0.107,0.0051,0.3786,0,7523,6894,0.4331,16,37840050,42918486,0,0.7347,2
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",132675,1,1,,38.0,0.0,,132675,North Florida Technical College,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1343,0.5821,0,0.2836,0,0,24725,,,7,,,1,,1
1104,Information Science/Studies.,132693,1,3,33.0,64.0,6.0,180.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
2203,Legal Support Services.,132693,1,2,15.0,,2.0,171.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",132693,1,2,670.0,401.0,48.0,91.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4301,Criminal Justice and Corrections.,132693,1,1,,53.0,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4301,Criminal Justice and Corrections.,132693,3,2,17.0,,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4302,Fire Protection.,132693,1,1,,,1.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",132693,0,1,,,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4706,Vehicle Maintenance and Repair Technologies/Technicians.,132693,1,1,18.0,,2.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
4805,Precision Metal Working.,132693,1,1,,,1.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5106,Dental Support Services and Allied Professions.,132693,1,2,14.0,19.0,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5108,Allied Health and Medical Assisting Services.,132693,1,2,24.0,21.0,1.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132693,1,1,,35.0,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132693,1,2,40.0,39.0,1.0,159.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,132693,1,2,11.0,,0.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5122,Public Health.,132693,1,3,33.0,38.0,0.0,227.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",132693,2,2,92.0,74.0,1.0,181.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",132693,1,1,,,1.0,,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5202,"Business Administration, Management and Operations.",132693,1,2,40.0,,2.0,207.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
5202,"Business Administration, Management and Operations.",132693,3,3,185.0,318.0,20.0,199.0,132693,Eastern Florida State College,,0.0036,0,0,0,0.0007,0.0019,0.0713,0.011,0.0024,0,0.038,0,0.0129,0.0014,0,0.3991,0,0,0,0,0,0,0,0,0,0.0603,0,0.0543,0,0,0,0.0115,0.0081,0,0.0012,0.1706,0.1515,0,4778,6880,0.3651,22,19989561,22555029,1,,1
1101,"Computer and Information Sciences, General.",132709,2,3,16.0,37.0,6.0,143.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
1310,Special Education and Teaching.,132709,1,3,13.0,16.0,1.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
2203,Legal Support Services.,132709,1,2,,,1.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",132709,2,2,518.0,488.0,50.0,58.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
4301,Criminal Justice and Corrections.,132709,2,2,15.0,18.0,1.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
4901,Air Transportation.,132709,2,2,,,0.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5108,Allied Health and Medical Assisting Services.,132709,1,2,16.0,,,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132709,1,1,,19.0,0.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132709,1,2,35.0,60.0,2.0,91.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132709,0,99,,,,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",132709,1,2,73.0,69.0,1.0,95.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5202,"Business Administration, Management and Operations.",132709,2,2,42.0,28.0,4.0,77.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5202,"Business Administration, Management and Operations.",132709,2,3,80.0,106.0,6.0,117.0,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
5203,Accounting and Related Services.,132709,2,2,12.0,17.0,2.0,,132709,Broward College,,0,0.0059,0,0,0.0014,0.001,0.0992,0.0023,0.0092,0,0.0119,0,0.0155,0.0028,0,0.397,0,0,0,0,0.0025,0,0,0,0,0.0001,0,0.0528,0,0.0001,0,0.0035,0,0.0261,0.0086,0.1196,0.2407,0,3883,6877,0.3117,31,44981606,45145927,1,,1
4228,"Clinical, Counseling and Applied Psychology.",132842,2,5,,,1.0,,132842,Albizu University-Miami,,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,5578,6867,0.9444,12,,,0,0.7571,2
4228,"Clinical, Counseling and Applied Psychology.",132842,1,6,88.0,88.0,7.0,1722.0,132842,Albizu University-Miami,,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,5578,6867,0.9444,12,,,0,0.7571,2
0105,Agricultural and Domestic Animal Services.,132851,1,2,,,0.0,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
0105,Agricultural and Domestic Animal Services.,132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
1101,"Computer and Information Sciences, General.",132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
1105,Computer Systems Analysis.,132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",132851,1,3,11.0,21.0,0.0,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
2401,"Liberal Arts and Sciences, General Studies and Humanities.",132851,3,2,352.0,300.0,31.0,102.0,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
4103,Physical Science Technologies/Technicians.,132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
4301,Criminal Justice and Corrections.,132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5107,Health and Medical Administrative Services.,132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132851,1,2,11.0,22.0,0.0,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",132851,0,99,,,,,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",132851,1,2,98.0,82.0,2.0,157.0,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",132851,1,3,46.0,61.0,0.0,282.0,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
5202,"Business Administration, Management and Operations.",132851,1,2,20.0,22.0,4.0,157.0,132851,College of Central Florida,,0.0396,0,0,0,0.0031,0,0.0521,0,0.0121,0,0.013,0,0.0202,0.0004,0,0.3007,0,0,0,0,0,0,0,0,0,0.0126,0,0.0481,0,0,0,0,0.0067,0,0.0013,0.1528,0.3371,0,6055,7331,0.4306,19,81612755,88387344,1,,1
